peak.name,baseMean.de,padj.nc12.v.nc11,lfc.nc12.v.nc11,padj.nc13.v.nc12,lfc.nc13.v.nc12,padj.nc14.v.nc13,lfc.nc14.v.nc13,padj.lnc14.v.nc14,lfc.lnc14.v.nc14,intergenic,promoter,intron,exon,genomic.feature,open.at.NC11,open.at.NC12,open.at.NC13,open.at.NC14,open.at.LNC14,class
scaffold_1:11467120-11467293,89.69035049,0.3131,0.6512,0.495,0.3217,0.7688,0.1016,0.9521,0.07588,FALSE,TRUE,FALSE,TRUE,promoter,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:11482657-11482815,21.93353617,0.84,0.2398,0.5992,-0.3763,0.6924,0.1927,0.219,0.8271,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11490535-11490609,18.23326311,0.9866,0.02509,0.585,-0.4038,0.2424,-0.5482,0.4697,-0.7454,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11492327-11492411,23.02232963,0.9541,-0.08283,0.5175,-0.4502,0.2702,0.4865,0.5316,-0.6015,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11492991-11493088,22.46208403,0.7279,-0.3696,0.7303,0.2472,0.8977,-0.06052,0.9585,0.08514,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11495787-11495915,62.43977683,0.8525,0.1639,0.1155,0.6429,0.3446,-0.2963,0.3993,-0.513,FALSE,FALSE,TRUE,FALSE,intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:11496092-11496333,82.21813658,0.8902,0.1583,0.2582,0.6169,0.8905,-0.0647,0.7353,-0.3743,FALSE,FALSE,TRUE,FALSE,intron,FALSE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:11508915-11509029,25.51239327,0.7938,-0.3059,0.7428,-0.2517,0.9529,0.03183,0.839,-0.2874,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11513514-11513854,184.8599644,0.7948,0.2181,0.1243,0.6129,0.1063,-0.481,0.8482,-0.2028,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:11514132-11514964,1052.186289,0.2264,0.4797,0.005579,0.6218,0.04759,-0.3821,0.3364,-0.3923,FALSE,FALSE,TRUE,TRUE,exon and intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:11518347-11518695,374.6494196,0.1998,0.4461,2.08E-08,0.9288,0.1328,-0.2505,0.03753,-0.5379,FALSE,FALSE,TRUE,FALSE,intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:11524889-11525000,18.12099464,0.5091,0.7976,0.2919,0.7495,0.01177,-1.139,0.2062,-1.168,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,group.7
scaffold_1:11530284-11530368,20.08610538,0.9587,-0.07394,0.3566,0.5779,0.876,-0.07374,0.9854,-0.03181,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11531366-11531512,43.27601738,0.5004,0.485,0.7628,-0.1737,0.07751,-0.5377,0.9802,0.03728,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:11532044-11532129,28.75298604,0.2792,0.8746,0.9574,0.04583,0.01394,-0.8749,0.9747,-0.05959,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11532204-11532343,30.9312926,0.82,0.268,0.4339,0.5176,0.1832,-0.5568,0.9071,-0.1844,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11537335-11537464,45.82305653,0.6001,0.4555,0.9602,0.04235,0.6097,-0.2073,0.8468,-0.227,FALSE,FALSE,FALSE,TRUE,exon,TRUE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:11537807-11537884,13.56047998,0.9312,-0.1389,0.7871,-0.2594,0.6472,0.2578,0.9992,0.002277,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11538598-11538703,27.65554153,0.4914,0.5551,0.7863,0.1734,8.65E-05,-1.227,0.8635,-0.2109,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,group.3
scaffold_1:11544726-11544808,12.79799724,0.6039,0.6024,0.4119,-0.591,0.9563,-0.03335,0.8798,0.2295,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11549316-11549462,26.21490204,0.6755,-0.4534,0.9767,-0.03044,0.007573,1.007,0.1365,0.8788,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,group.15
scaffold_1:11562128-11562257,19.8840829,0.7048,-0.4334,0.9055,0.1205,0.617,0.2458,0.7283,0.3869,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11564045-11564203,22.18060194,0.6947,-0.4848,0.8515,-0.189,0.6064,0.2871,0.6895,-0.5163,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:11567025-11567197,42.79441055,0.4512,0.8344,0.9899,-0.01527,0.02577,-1.066,0.9467,0.1444,FALSE,FALSE,TRUE,FALSE,intron,FALSE,TRUE,TRUE,TRUE,TRUE,group.3
scaffold_1:11576222-11576342,21.69377743,0.4899,0.842,0.7522,0.2845,0.3688,0.4377,0.9967,0.007944,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11577435-11577529,37.6219218,0.8892,0.153,0.9703,0.03321,0.5561,-0.2422,0.6532,-0.4211,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:11578002-11578181,43.33938409,0.3583,0.8635,0.5301,-0.4495,0.1378,-0.6707,0.9278,-0.1695,FALSE,TRUE,TRUE,TRUE,promoter,FALSE,TRUE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11578954-11579230,72.20229267,0.1343,0.8762,0.1368,0.5791,0.1824,-0.3821,0.4476,-0.4691,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,TRUE,TRUE,FALSE,not dynamic not in group
scaffold_1:11589245-11589426,26.66204937,0.6536,-0.4543,0.2773,0.5938,0.5074,0.2507,0.8691,-0.2014,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:11595574-11595726,85.83766383,0.8368,0.2127,0.08642,0.8141,0.1698,-0.4996,0.9907,0.01898,FALSE,TRUE,FALSE,TRUE,promoter,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:11599321-11599438,61.27662453,0.8105,0.1943,0.03362,0.7408,0.2471,-0.3212,0.1838,-0.6326,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:116022-116187,122.0943492,0.8517,0.1594,0.6215,0.2511,0.2769,-0.3366,0.9257,-0.1168,FALSE,FALSE,TRUE,TRUE,exon and intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:11602866-11603059,38.24425946,0.6718,0.4494,0.08085,0.8834,0.008078,-0.957,0.6168,-0.5034,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,TRUE,TRUE,FALSE,not dynamic not in group
scaffold_1:11612809-11613220,80.4797349,0.6069,0.4062,0.4707,0.3622,0.00282,-0.8856,0.8162,-0.249,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:11619904-11619980,20.915441,0.987,-0.02609,0.2525,0.753,0.1696,-0.6024,0.9382,0.137,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11622804-11622967,28.24691014,0.8958,0.1993,0.02809,1.267,0.1283,-0.6843,0.7113,-0.486,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,TRUE,TRUE,FALSE,group.10
scaffold_1:11623378-11623456,15.86237179,0.3371,0.9985,0.7708,0.2611,0.02692,-1.008,0.9788,0.05926,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,group.18
scaffold_1:11626621-11626705,19.08211439,0.6706,0.6287,0.9507,0.0786,0.8381,-0.1396,0.9799,-0.07007,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:11641462-11641562,16.74999662,0.1079,-1.389,0.9172,-0.1205,0.08296,0.8244,0.9348,-0.1501,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11645458-11645573,17.79447984,0.8137,-0.2745,0.4436,-0.5265,0.9127,0.06142,0.2906,0.7809,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11648781-11648878,25.02913396,0.7736,-0.3425,0.4205,-0.5549,0.0685,0.7775,0.9865,0.03289,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:11652086-11652255,29.72896616,0.9625,0.07329,0.4555,-0.5329,9.69E-06,1.72,0.8006,-0.3234,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,group.14
scaffold_1:11655789-11656004,78.4001902,0.9533,0.08652,0.161,0.823,0.1996,0.5447,0.797,0.3468,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:11657745-11658039,41.84592586,0.3681,-0.7913,0.5734,0.3844,0.01175,0.8965,0.0002895,1.61,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,group.15
scaffold_1:11672281-11672390,26.0921437,0.9963,0.005868,0.6578,-0.2787,0.2299,-0.4508,0.9099,0.1521,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11718593-11718852,25.80208688,0.3335,0.8266,0.5349,0.3611,0.2989,-0.3719,0.8907,-0.1739,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11724705-11725128,69.29985269,0.2719,0.7464,0.9451,-0.05042,0.976,0.01268,0.6036,0.4032,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:11725976-11726059,20.7603049,0.9566,0.07316,0.7176,0.2738,0.0007609,-1.319,0.851,-0.2631,FALSE,TRUE,FALSE,FALSE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,group.3
scaffold_1:11728566-11728728,93.811626,0.8071,0.2812,0.8693,0.1416,0.07777,-0.7273,0.8779,-0.2383,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:11755923-11756076,28.01048335,0.7865,0.297,0.1541,0.7442,0.7887,0.1105,0.9246,-0.1259,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:11766719-11766809,14.53122605,0.4401,0.9797,0.9012,-0.1491,0.2652,-0.6421,0.9105,-0.2409,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11767185-11767284,16.10536452,0.4514,0.7969,0.9648,-0.04062,0.03177,-0.8266,0.1194,-1.337,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11774214-11774538,44.12743657,0.9024,-0.1275,0.6757,0.2322,1.51E-05,1.109,0.61,-0.3448,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,group.8
scaffold_1:11776072-11776153,16.20324275,0.825,0.289,0.8359,-0.177,0.6758,0.201,0.5915,0.5018,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11777221-11777301,12.5114788,0.9899,0.02352,0.9746,-0.04108,0.4858,-0.4073,0.9813,-0.06219,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11807082-11807191,19.23579828,0.3764,-0.872,0.6161,0.4061,0.8193,0.1226,0.8435,-0.2867,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11811937-11812300,61.63720705,0.5669,0.3886,0.7873,0.143,1.20E-16,-2.116,0.0003129,-1.737,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,FALSE,FALSE,group.1
scaffold_1:11812488-11812584,16.94829108,0.8883,0.2077,0.9254,-0.1019,0.02437,-1.094,0.7336,-0.5231,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,group.1
scaffold_1:11834227-11834362,40.52227627,0.4203,0.9606,0.997,0.00439,0.8293,0.14,0.886,-0.2821,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:11834687-11834857,59.78841991,0.2737,1.111,0.713,-0.3216,0.01203,1.139,0.9584,-0.1125,FALSE,TRUE,FALSE,FALSE,promoter,FALSE,TRUE,FALSE,TRUE,TRUE,group.12
scaffold_1:11836694-11836852,38.6287296,0.05598,1.206,0.9307,0.06528,0.6646,-0.1637,0.6741,-0.3543,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:11837386-11837533,69.64449442,0.6169,0.5255,0.3406,0.6037,0.3002,-0.4543,0.9768,0.06064,FALSE,TRUE,FALSE,TRUE,promoter,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:11845736-11845869,34.67344702,0.6619,0.3776,0.9745,0.02679,0.8969,-0.05436,0.8742,0.1748,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:11846984-11847096,50.69702466,0.5807,0.5188,0.6127,0.3312,0.2059,-0.493,0.9747,0.06001,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:11852085-11852234,35.1622576,0.942,0.08343,0.4618,-0.4033,0.04866,0.6462,0.9351,-0.1087,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:11853591-11853886,59.22469479,0.9808,0.02888,0.5162,-0.3586,0.6767,0.1663,0.6555,0.3919,FALSE,FALSE,TRUE,FALSE,intron,FALSE,TRUE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:11866677-11866801,14.02317482,0.9132,-0.1729,0.8858,-0.1561,0.009048,1.134,0.9063,0.1771,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,group.14
scaffold_1:11869738-11869813,11.67373573,0.776,-0.3717,0.9882,0.01863,0.4675,-0.3878,0.711,-0.4907,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11873639-11873749,16.39162001,0.917,-0.1583,0.1364,-0.9945,0.7358,0.2045,0.9131,-0.2143,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11879776-11880028,41.48004066,0.8349,-0.2073,0.9892,-0.01191,0.06056,0.6103,0.7236,-0.33,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:11886079-11886175,11.47501703,0.9439,0.1258,0.6504,0.4284,0.5716,-0.3202,0.6694,0.5014,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11893674-11893855,22.91725048,0.6486,0.6064,0.6838,0.3561,0.06895,0.814,0.9475,-0.1226,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:11896202-11896304,13.27828542,0.9812,-0.03914,0.9497,-0.07159,0.6369,0.2558,0.61,0.5042,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11911108-11911292,84.39719583,0.7661,0.2607,0.6124,0.2734,0.1307,-0.48,0.9616,-0.07021,FALSE,TRUE,FALSE,TRUE,promoter,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:11919112-11919248,17.65394879,0.96,0.07315,0.9206,0.09745,0.4117,-0.378,0.3538,-0.7972,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11930617-11930716,11.92665192,0.708,-0.5092,0.9424,0.08631,0.9573,0.03499,0.9157,0.1976,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11931495-11931713,24.17047718,0.8327,0.2252,0.4637,-0.4325,0.9709,0.01784,0.9938,-0.01206,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:11937486-11937656,20.4493074,0.8104,-0.3194,0.3256,-0.7265,0.0001481,1.631,0.2289,0.8604,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,TRUE,TRUE,group.14
scaffold_1:1194535-1194785,27.13898633,0.0253,-1.629,0.9396,-0.07389,0.04597,0.8079,0.2629,-0.9303,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,group.11
scaffold_1:11962167-11962371,23.90330158,0.7637,-0.3897,0.4909,0.5059,0.02201,0.9038,0.9832,-0.04213,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:11971195-11971351,20.37631218,0.9134,-0.1415,0.6674,-0.3205,0.0909,0.6749,0.9408,-0.115,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:11997505-11997808,43.17250474,0.8605,0.2078,0.3316,0.5703,0.01845,0.817,0.9748,0.05465,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:12009888-12010196,110.464494,0.9604,-0.06729,0.03015,1.033,1.31E-07,1.694,0.575,-0.4945,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,TRUE,TRUE,TRUE,group.8
scaffold_1:12016121-12016199,13.87908623,0.755,-0.4078,0.1462,-1.025,0.08428,0.8858,0.9315,0.165,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:12016341-12016649,68.47479154,0.8292,-0.2224,0.09353,0.7495,3.16E-08,1.489,0.9548,0.07514,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,group.8
scaffold_1:12027228-12027316,11.5583169,0.7633,-0.4427,0.8124,0.2586,0.7322,0.2092,0.9615,0.1033,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:12036758-12036836,12.98459399,0.6929,0.5294,0.804,-0.2382,0.09174,0.7686,0.9082,0.1746,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:12038427-12038811,83.47099174,0.2522,0.6167,0.9114,-0.06198,0.007869,0.5975,0.3163,0.4398,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:12042109-12042219,34.22982022,0.8539,-0.184,0.546,0.3591,0.5317,0.2343,0.03686,-1.037,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,FALSE,group.11
scaffold_1:12042635-12042844,78.76397878,0.9712,0.05259,0.2949,0.6643,0.9614,0.02666,0.9523,-0.1135,FALSE,TRUE,FALSE,TRUE,promoter,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:12045759-12045963,41.10670239,0.7169,-0.3557,0.003582,1.182,0.05028,0.5768,0.9902,-0.01656,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,group.8
scaffold_1:12050291-12050389,21.30911867,0.6012,0.4911,0.6548,-0.2955,0.04277,-0.7694,0.5923,-0.517,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:12050909-12051065,17.23132088,0.3564,0.9888,0.7742,0.2452,0.1344,0.6105,0.1118,-1.008,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:12060826-12060909,15.00686128,0.8889,-0.1873,0.9367,0.08385,0.0846,-0.7983,0.6988,-0.4918,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:12061207-12061391,37.87563145,0.8804,0.1627,0.5258,-0.3738,0.7836,0.1197,0.9548,-0.08926,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:12073523-12073780,100.5070585,0.8451,0.2421,0.8222,0.1937,0.4087,-0.3943,0.9954,-0.01112,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:12077784-12077901,32.96755859,0.8206,0.3164,0.485,0.5599,0.07619,-0.87,0.9587,0.1167,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:12080688-12080948,42.18088265,0.8919,0.1945,0.8892,0.1429,0.3241,-0.4984,0.9053,-0.2237,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:12084421-12084523,20.67689942,0.4547,-0.6862,0.9461,0.06486,0.7346,-0.1636,0.7109,0.3943,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:12087625-12087874,65.27725277,0.525,0.9746,0.8907,0.1931,0.1045,-1.069,0.9898,-0.04045,FALSE,TRUE,FALSE,TRUE,promoter,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:12093028-12093183,27.18638551,0.7613,0.3479,0.5163,0.4099,0.6397,0.1957,0.6749,0.3839,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:12093431-12093538,19.47794641,0.883,0.1754,0.8902,0.1131,0.3363,-0.3772,0.08617,-1.118,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:12096488-12096655,31.12542429,0.5188,0.538,0.6889,0.2405,0.1751,-0.4529,0.52,-0.4852,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:12097163-12097243,16.00525995,0.8082,0.3764,0.05184,1.209,0.6233,0.2281,0.9665,-0.0726,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:12097943-12098041,24.34904436,0.2749,1.088,0.6385,-0.3742,0.0125,-1.143,0.6547,-0.5947,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,group.1
scaffold_1:12102172-12102450,87.46731118,0.9564,0.06044,0.000147,1.254,0.001055,-0.9217,0.1106,-0.8523,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,TRUE,TRUE,FALSE,group.6
scaffold_1:12102986-12103254,227.0779712,0.8109,0.1389,0.1467,0.4094,0.02471,-0.4461,0.37,-0.3832,FALSE,FALSE,FALSE,TRUE,exon,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:12108206-12108857,326.1598083,0.6754,0.2259,4.19E-13,1.395,0.03317,-0.4083,0.02977,-0.6692,FALSE,FALSE,TRUE,FALSE,intron,TRUE,TRUE,TRUE,TRUE,TRUE,group.10
scaffold_1:12109419-12109720,110.1771319,0.6308,0.3488,1.12E-06,1.327,0.1456,-0.3793,0.2413,-0.5793,FALSE,FALSE,TRUE,FALSE,intron,FALSE,TRUE,TRUE,TRUE,TRUE,group.10
scaffold_1:12119865-12120182,71.51938479,0.3031,0.9307,2.58E-07,1.87,0.417,-0.2997,0.2508,-0.7651,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,TRUE,TRUE,FALSE,group.10
scaffold_1:12120266-12120461,41.04801174,0.6802,0.5496,6.96E-05,1.888,0.4217,-0.3619,0.9057,-0.1976,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,TRUE,TRUE,FALSE,group.10
scaffold_1:12129377-12129647,143.0621775,0.6345,0.3522,0.7129,0.1947,0.9126,0.04082,0.8663,-0.1765,FALSE,FALSE,TRUE,FALSE,intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:12135434-12135508,16.3125607,0.5371,-0.7262,0.1726,0.9145,0.379,-0.4201,0.8106,-0.3621,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:12142152-12142518,113.7455467,0.9805,-0.02387,0.07987,0.6049,0.001477,0.747,0.0644,-0.7447,FALSE,FALSE,TRUE,FALSE,intron,FALSE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:12154191-12154634,39.82938623,0.8678,0.2252,0.0001783,1.628,0.05709,0.6386,0.2356,-0.7531,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,group.8
scaffold_1:12156598-12156774,22.58511095,0.7916,-0.3716,0.5757,0.4447,0.578,0.2843,0.8107,0.3511,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
